neg,neu,pos,q,preds,category,texts,processed,wc,uwc,hit
0.05697777973962437,0.5525320554104107,0.3823105058204621,0.008179659029502923,neu,pos,รอโปรดีๆ ของเดือนนี้ อยู่นะคะ,รอ|โปรดี|ๆ|ของ|เดือน|นี้|อยู่|นะ|คะ,9,9,False
0.4324223876417654,0.5023022153850728,0.04476731697668625,0.020508079996475536,neu,neg,ทำไมวีออสถังน้ำมันเล็กจัง,ทำไม|วีออสถัง|น้ำมัน|เล็ก|จัง,5,5,False
0.1219577573408406,0.7698039655641661,0.10600631081118628,0.002231966283807075,neu,neg,เค้าบอกไก่เค้มไป,เค้า|บอก|ไก่|เค้ม|ไป,5,5,False
0.021709914841353147,0.9343070223275175,0.043254991344226314,0.0007280714869031918,neu,neu,วันศุกร์แล้ว!!!! คืนนี้แวะมาสนุกที่ #SNOP เต้นกันให้ตับหลุดไปเลย!!! สนุกยาวๆถึงตี 2 ไปเลยจ้า โปร #SNOP สุดคุ้ม #เสี่ยสั่งลุย เปิดเหล้าอะไรก็ได้ รับเบลนด์ซิกเพิ่มอีก 6 ขวด วันเกิดรับเบลนด์ซิกฟรี 2 ขวด ส่วนใครที่อยากจองโต๊ะโทรเบอร์นี้เลยจ้า 08 88 88 88 88 / 088 888 8888,วัน|ศุกร์|แล้ว|!|xxrep|คืน|นี้|แวะ|มา|สนุก|ที่|#|snop|เต้น|กัน|ให้|ตับ|หลุด|ไป|เลย|!|xxrep|สนุก|ยาว|ๆ|ถึง|ตี|2|ไป|เลย|จ้า|โปร|#|snop|สุด|คุ้ม|#|เสี่ยสั่ง|ลุย|เปิดเหล้า|อะไร|ก็ได้|รับ|เบลนด์|ซิกเพิ่ม|อีก|6|ขวด|วัน|เกิด|รับ|เบลนด์ซิกฟรี|2|ขวด|ส่วน|ใคร|ที่|อยาก|จอง|โต๊ะ|โทรเบอร์|นี้|เลย|จ้า|08|88|88|88|88|/|088|8xxrep|8xxrep,73,53,True
0.08955036678251263,0.8970529024925576,0.009898421925326011,0.0034983087996037694,neu,neu,รัฐ ขาด ภาษี โรงงาน ยาสูบ ขาดรายได้ ตัวเงิน มหาศาล,รัฐ|ขาด|ภาษี|โรง|งาน|ยา|สูบ|ขาด|ราย|ได้|ตัว|เงิน|มหาศาล,13,12,True
0.3078044323780641,0.23737966530226823,0.4505839330654196,0.0042319692542480145,pos,pos,อยากแดกบาบีก้อนโว้ยยยน,อยาก|แดก|บาบี|ก้อน|โว้ย|xxrepน,6,6,True
0.026102228993181927,0.09715105159501655,0.873228141484119,0.003518577927682609,pos,pos,ชอบ black lable ที่ เด็คคาร์ด กินกับเค ที่บาร์,ชอบ|black|lable|ที่|เด็คคาร์ด|กิน|กับ|เค|ที่|บาร์,10,9,True
0.014929122906415696,0.8887755044318529,0.09422213424733519,0.002073238414396241,neu,neu,<3 สุขสันต์วันสงกรานต์นะคะ <3 :) ขอให้ Sheene ขายดิบขายดี :) :) Page มียอด Like เยอะๆ เพิ่มขึ้นทุกวัน :) :) มีแต่คนใช้ Sheene นะคะ :),<3|สุขสันต์|วัน|สงกรานต์|นะ|คะ|<|3|:|)|ขอ|ให้|sheene|ขายดิบ|ขายดี|:|)|:|)|page|มี|ยอด|like|เยอะ|ๆ|เพิ่ม|ขึ้น|ทุก|วัน|:|)|:|)|มี|แต่|คน|ใช้|sheene|นะ|คะ|:|),42,27,True
0.25276603355653005,0.711578134710369,0.03124018040384802,0.004415651329252867,neu,neu,ก็โยนคำถามไปทีร้านแล้วกันนะครับ จ่ายหนัก แต่ปลอดถัยเฉพาะร้านคุ้มหัวร้านได้ คนดูดไม่มีความปลอดภัยใครจะซื้อ ???,ก็|โยน|คำ|ถาม|ไป|ที|ร้าน|แล้ว|กัน|นะ|ครับ|จ่าย|หนัก|แต่|ปลอด|ถัย|เฉพาะ|ร้าน|คุ้มหัว|ร้าน|ได้|คน|ดูด|ไม่|มี|ความ|ปลอด|ภัย|ใคร|จะ|ซื้อ|?xxrep,32,29,True
0.11365909726748517,0.8460454488070706,0.02188352544375437,0.018411928481689845,neu,neg,ดูข่าวเมื่อเช้า เขาบอกว่า อันตรายกว่าบุหรี่จริง 10 เท่า เป็นมะเร็งไวกว่าบุหรี่จริง. แล้วก็. คนขายกับคนซื้อ เขาจะตรวจดูทุกอย่างที่อยู่ที่ไหน เขาจะสืบต้นตอที่รับ ที่ส่งไปให้ลูกค้าใครบ้าง ส่งไปที่ไหน จะกวาดล้าง มีผลวันที่ 27 ธันวาคม 2560 ครับ,ดู|ข่าว|เมื่อ|เช้า|เขา|บอก|ว่า|อันตราย|กว่า|บุหรี่|จริง|10|เท่า|เป็น|มะเร็ง|ไว|ก|ว่า|บุหรี่|จริง|.|แล้ว|ก็|.|คน|ขาย|กับ|คน|ซื้อ|เขา|จะ|ตรวจ|ดู|ทุก|อย่าง|ที่|อยู่|ที่|ไหน|เขา|จะ|สืบต้นตอ|ที่|รับ|ที่|ส่ง|ไป|ให้|ลูกค้า|ใคร|บ้าง|ส่ง|ไป|ที่|ไหน|จะ|กวาด|ล้าง|มี|ผล|วัน|ที่|27|ธันวาคม|2560|ครับ,66,48,False
0.06143321305920902,0.6854797582569818,0.2513307714858967,0.0017562571979125093,neu,neu,กำลังนั่งกินช้างกันอยู่นะค่ะ,กำลัง|นั่ง|กิน|ช้าง|กัน|อยู่|นะ|ค่ะ,8,8,True
0.06073529853634162,0.6315562043869191,0.26847953620296916,0.039228960873770036,neu,neu,กินฟรีป่าว,กินฟรี|ป่าว,2,2,True
0.005609700763576792,0.7256971265457597,0.2502564001006957,0.018436772589967825,neu,neu,ลองไหม55,ลอง|ไหม|55,3,3,True
0.26844200513505406,0.6870664225630435,0.03169365276919676,0.012797919532705808,neu,neu,เขาโฆษนาผ้าอนามัย.ฟังตั้งนานนึกว่าโฆษนาโทรศัพที่ไหนได้ผ้าอนามัย,เขา|โฆษนา|ผ้าอนามัย|.|ฟัง|ตั้ง|นาน|นึก|ว่า|โฆษนา|โทร|ศัพ|ที่|ไหน|ได้|ผ้าอนามัย,16,14,True
0.03895008558752919,0.8930538415739104,0.044115081497608025,0.023880991340952222,neu,neg,ขายอัลติสทิ้งซื้อฟอร์ดโฟกัส,ขาย|อัลติส|ทิ้งซื้อ|ฟอร์ดโฟกัส,4,4,False
0.07667774791197864,0.200514397620908,0.7223486353894394,0.00045921907767398364,pos,pos,แกงอ่อมหมู/ต้มขม+เบียร์ช้างอร่อยสุดๆ,แกง|อ่อม|หมู|/|ต้มขม|+|เบียร์|ช้าง|อร่อย|สุด|ๆ,11,11,True
0.014413744257367635,0.9779993347170379,0.006370078702683683,0.0012168423229107401,neu,neu,"คืนนี้ชวนคุณมาปลดปล่อยความ ติส ในปาร์ตี้ ""ติส • ตับ • แตก"" Phobia Possession Presents “Ink Warantorn X V Violette x Lula” concert on Thursday 2 November @ DND. • Tickets : - Early Bird : 499 Baht - At Door : 599 Baht - Package : บัตรเข้างาน 5 ใบ + Chivas Extra 1 ขวด + Free Flow Mixer (ราคาพิเศษสำหรับลูกค้า 10 โต๊ะแรกเพียงแอดไลน์ @phobia) • Dress Code - มาติส : Hawaii Tropical for BOY & Bohemian for Girl - มาตื๊ด : BLACK & WHITE Tickets & RSVP : Line : @phobia / Call : 099-9999999 พร้อมระเบิดความติส 2ทุ่ม ไปจนกว่าตับของคุณจะแตก A GOOD TIME IS NOT TO BE DISTURBED #DNDDoNotDisturb #DNDBoutiquePlayhouse #Phobiapossession","คืน|นี้|ชวน|คุณ|มา|ปลด|ปล่อย|ความ|ติส|ใน|ปาร์ตี้|""|ติส|•|ตับ|•|แตก|""|phobia|possession|presents|“|ink|warantorn|violette|x|lula|”|concert|thursday|2|november|@|dnd.|•|tickets|:|-|early|bird|:|499|baht|-|at|:|599|baht|-|package|:|บัตร|เข้า|งาน|5|ใบ|+|chivas|extra|1|ขวด|+|free|flow|mixer|(|ราคา|พิเศษ|สำหรับ|ลูกค้า|10|โต๊ะ|แรก|เพียง|แอดไลน์|)|•|dress|code|-|มาติส|:|hawaii|tropical|for|boy|&|bohemian|for|girl|-|มา|ตื๊ด|:|black|&|tickets|:|line|:|@phobia|/|call|:|099|-9xxrep|พร้อม|ระเบิด|ความ|ติส|2|ทุ่ม|ไป|จนกว่า|ตับ|ของ|คุณ|จะ|แตก|a|good|time|is|not|to|be|disturbed|#|dnddonotdisturb|#|dndboutiqueplayhouse|#|phobiapossession",133,102,True
0.03390596404923727,0.3931760123167044,0.569844465256371,0.0030735583776874617,pos,pos,น่านับถือจริงๆครับ,น่า|นับถือ|จริง|ๆ|ครับ,5,5,True
0.019875249143023348,0.20576901257279126,0.7569077861373418,0.0174479521468438,pos,pos,ขอบคุณทุกท่านครับ ที่สละเวลาเพื่อประชาชน,ขอบคุณ|ทุก|ท่าน|ครับ|ที่|สละ|เวลา|เพื่อ|ประชาชน,9,9,True
0.14116414919212714,0.780608116613005,0.07633915394561161,0.0018885802492564475,neu,neu,อูลาล่า อูลาลาอู อันยองงงง ออนนี่พีชชี่มาแล้วววววววว #firstcarefirstimpression #firstcarelimited #sulwhasoothailand #myfirstskincare,อูลาล่า|อูลาลาอู|อันยอง|xxrep|ออน|นี่|พีชชี่|มา|แล้ว|xxrep|#|firstcarefirstimpression|#|firstcarelimited|#|sulwhasoothailand|#|myfirstskincare,18,14,True
0.6822495673433658,0.29102106250737064,0.015127768155306065,0.011601601993957211,neg,neg,ติดอย่างเดียวไม่มีลูกกลิ้งเทไม่ระวัง แดกเพลียวครับ,ติด|อย่าง|เดียว|ไม่|มี|ลูก|กลิ้งเท|ไม่|ระวัง|แดก|เพลียว|ครับ,12,11,True
0.693598570110307,0.23657682252166687,0.04762200296263,0.022202604405396054,neg,neg,ผมไม่ค่อยเข้าใจตรรกะ ทำห่วงปปช. ปอดก้ของเรา อันตรายมากน้อยแค่ไหน ปปช.มีสิทธ์เลือกใช้,ผม|ไม่|ค่อย|เข้าใจ|ตรรกะ|ทำ|ห่วง|ปปช.|ปอด|ก้|ของ|เรา|อันตราย|มากน้อย|แค่|ไหน|ปปช.|มี|สิทธ์|เลือก|ใช้,21,20,True
0.2816365205242128,0.7020795472423156,0.013706019710136711,0.0025779125233350605,neu,neg,ก้ไม่โอเคอยุ่ดี,ก้|ไม่|โอเคอยุ่ดี,3,3,False
0.8893604163071268,0.09903778851643989,0.0037851594192752007,0.007816635757158063,neg,neg,ฮอนด้าไทยแม่งควายไม่นำเขามาขาย,ฮอนด้า|ไทย|แม่ง|ควาย|ไม่|นำ|เขา|มา|ขาย,9,9,True
0.9249012657260872,0.020361984495430974,0.04974039876084492,0.004996351017636687,neg,neg,ลองกินสเมอนอฟตัวแอล7% อีห่าร้อนคอชิบหาย แต่รสชาติโอเคให้ผ่าน,ลองกิน|สเมอนอฟ|ตัว|แอล7|%|อี|ห่า|ร้อน|คอ|ชิบ|หาย|แต่|รสชาติ|โอเค|ให้|ผ่าน,16,16,True
0.04586862063361162,0.852734052595852,0.09808312181984748,0.003314204950689011,neu,pos,สามารถใช้ได้ตามปกติทุกตัวค่ะ ซึ่งผลิตภัณฑ์ Hada Labo ทุกประเภทผลิตภายใต้มาตรฐาน GMP และ PICs ปราศจากสารปรุงแต่งที่ส่งผลกระทบต่อผิวหน้า จึงเป็นผลิตภัณฑ์ที่อ่อนโยนปลอดภัย แม้ผิวแพ้ง่ายก็สามารถใช้ได้ และในกรณีของคุณแม่ตั้งครรภ์ หากกลัวว่าจะเกิดการแพ้ อาจจะนำผลิตภัณฑ์ไปปรึกษาคุณหมอเพื่อความมั่นใจมากยิ่งขึ้นด้วยก็ได้นะคะ :),สามารถ|ใช้|ได้|ตาม|ปกติ|ทุก|ตัว|ค่ะ|ซึ่ง|ผลิตภัณฑ์|hada|labo|ทุก|ประเภท|ผลิต|ภาย|ใต้|มาตรฐาน|gmp|และ|pics|ปราศ|จาก|สาร|ปรุง|แต่ง|ที่|ส่ง|ผล|กระทบ|ต่อ|ผิว|หน้า|จึง|เป็น|ผลิตภัณฑ์|ที่|อ่อนโยน|ปลอด|ภัย|แม้|ผิว|แพ้|ง่าย|ก็|สามารถ|ใช้|ได้|และ|ใน|กรณี|ของ|คุณ|แม่|ตั้ง|ครรภ์|หาก|กลัว|ว่า|จะ|เกิด|การ|แพ้|อาจ|จะ|นำ|ผลิต|ภัณฑ์|ไป|ปรึกษา|คุณ|หมอ|เพื่อ|ความ|มั่นใจ|มาก|ยิ่ง|ขึ้น|ด้วย|ก็|ได้|นะ|คะ|:|),85,71,False
0.07667196360949845,0.6740381453251267,0.248336753993105,0.0009531370722698331,neu,neu,หืมมมมม,หืม|xxrep,2,2,True
0.8695544251936725,0.12337005868137148,0.005903677065755306,0.001171839059200681,neg,neu,ไม่เด็ดด,ไม่|เด็ดด,2,2,False
0.06966263354862774,0.7730390813472762,0.14954786681604443,0.007750418288051688,neu,neu,พานาคอนต้า,พานาคอนต้า,1,1,True
0.034541784585179855,0.517135904836514,0.4443850552486362,0.003937255329670014,neu,neu,มีความอยาก 555,มี|ความ|อยาก|5xxrep,4,4,True
0.8931014665983367,0.08046116344988143,0.02151009733537256,0.00492727261640929,neg,neg,เมื่อกี้ไปเดิน ETUDE ที่สยาม ละก็เสียงใครวะคุ้นๆ อ๋อออ เสียงผู้นี่เอง เพลง take your hand ฮือออ คิดถึง ปล.วิกซ์จะคั…,เมื่อ|กี้|ไป|เดิน|etude|ที่|สยาม|ละ|ก็|เสียง|ใคร|วะ|คุ้น|ๆ|อ๋อ|xxrep|เสียง|ผู้|นี่|เอง|เพลง|take|your|hand|ฮือxxrep|คิด|ถึง|ปล.วิกซ์|จะ|คั|…,31,30,True
0.5057179961798095,0.3014936946381668,0.1852959291455576,0.007492380036466131,neg,neg,สาขาเซ็นทรัลพระราม2 ไม่เปิดสักที ปิดนานเกิ๊นนนน,สาขา|เซ็นทรัล|พระราม|2|ไม่|เปิด|สัก|ที|ปิด|นาน|เกิ๊น|xxrep,12,12,True
0.9260336619474142,0.03948527892128204,0.032086178233279306,0.002394880898024544,neg,neg,ไม่เจียมไงเสือกแดกลีโอ,ไม่|เจียม|ไง|เสือก|แดก|ลีโอ,6,6,True
0.01967749539606227,0.625817527948521,0.35314314915530526,0.0013618275001114981,neu,q,จะรอโปรรีฟิลน้าาาก้อนนน 😍😍😍,จะ|รอ|โปรรีฟิล|น้า|xxrepก้อน|xxrep|😍|xxrep,8,7,False
0.8992444788199323,0.04470691748494642,0.054937104084890595,0.0011114996102306323,neg,pos,5555555 เบื่อละช้ะ,5xxrep|เบื่อ|ละ|ช้ะ,4,4,False
0.6287871659003893,0.30040452391138517,0.06551391190616815,0.0052943982820572374,neg,neg,อย่าให้เป็นแบบลูกเบียร์ช้างเสียละ,อย่า|ให้|เป็น|แบบ|ลูก|เบียร์ช้าง|เสีย|ละ,8,8,True
0.04108493084092125,0.8272198823687017,0.12407823936079092,0.007616947429586053,neu,neu,หนู ครีม ให้จริงค่ะ เดี่ยวผัวมึงอ้อนตาม,หนู|ครีม|ให้|จริง|ค่ะ|เดี่ยว|ผัว|มึง|อ้อน|ตาม,10,10,True
